15000,1,0,0,1,1,2
20000,1,1,1,1,0,1
25000,1,1,0,1,2,1
30000,1,1,1,0,1,1
35000,1,0,1,1,2,1
40000,1,1,1,1,1,1
45000,1,1,1,1,2,1
50000,1,1,1,1,1,1
55000,1,1,1,1,2,1
60000,1,1,1,1,1,1
65000,1,1,1,1,2,1
70000,1,1,1,1,1,1
75000,1,1,1,1,2,1
80000,1,1,1,1,1,1
85000,1,1,1,1,2,1
90000,1,1,1,1,1,1
95000,1,1,1,1,2,1
100000,2,1,1,1,1,1
5000,0,0,1,0,2,1
8000,1,0,1,1,1,2
12000,1,1,1,0,0,2
15000,1,0,0,1,1,2
20000,1,1,1,1,0,2
25000,1,1,0,1,2,2
30000,1,1,1,0,1,2
35000,1,0,1,1,2,2
40000,1,1,1,1,1,2
45000,1,1,1,1,2,2
50000,1,1,1,1,1,2
55000,1,1,1,1,2,2
60000,1,1,1,1,1,2
65000,1,1,1,1,2,2
70000,1,1,1,1,1,2
75000,1,1,1,1,2,2
80000,1,1,1,1,1,2
85000,1,1,1,1,2,2
90000,1,1,1,1,1,2
95000,1,1,1,1,2,2
100000,2,1,1,1,1,2
5000,0,0,1,0,2,1
8000,1,0,1,1,1,2
12000,1,1,1,0,0,2
15000,1,0,0,1,1,2
20000,1,1,1,1,0,2
25000,1,1,0,1,2,2
30000,1,1,1,0,1,2
35000,1,0,1,1,2,2
40000,1,1,1,1,1,2
45000,1,1,1,1,2,2
50000,1,1,1,1,1,2
60000,1,1,1,1,2,2
70000,1,1,1,1,1,2
80000,1,1,1,1,2,2
90000,1,1,1,1,1,2
100000,2,1,1,1,1,2
120000,2,1,1,1,2,2
140000,2,1,1,1,1,2
160000,2,1,1,1,2,2
180000,2,1,1,1,1,2
200000,2,1,1,1,2,2
250000,2,1,1,1,1,2
300000,2,1,1,1,2,2
350000,2,1,1,1,1,2
400000,2,1,1,1,2,2
450000,2,1,1,1,1,2
500000,2,1,1,1,2,2
550000,2,1,1,1,1,2
600000,2,1,1,1,2,2
700000,2,1,1,1,1,2
800000,2,1,1,1,2,2
900000,2,1,1,1,1,2
1000000,2,1,1,1,2,2
5000,0,0,1,0,2,1
5000,1,1,1,1,1,2
5000,1,0,0,1,2,2
5000,2,1,0,1,1,2
8000,0,0,1,0,1,1
8000,1,1,1,1,2,2
8000,1,0,0,1,1,2
8000,2,1,0,1,2,2
12000,0,0,1,0,1,1
12000,1,1,1,1,0,2
12000,1,0,0,1,1,2
12000,2,1,0,1,2,2
15000,0,0,1,0,1,1
15000,1,1,1,1,0,2
15000,1,0,0,1,1,2
15000,2,1,0,1,2,2
20000,0,0,1,0,1,1
20000,1,1,1,1,0,2
20000,1,0,0,1,1,2
20000,2,1,0,1,2,2
25000,0,0,1,0,1,1
25000,1,1,1,1,2,2
25000,1,0,0,1,1,2
25000,2,1,0,1,2,2
30000,0,0,1,0,1,1
30000,1,1,1,1,1,2
30000,1,0,0,1,2,2
30000,2,1,0,1,1,2
35000,0,0,1,0,1,1
35000,1,1,1,1,2,2
35000,1,0,0,1,1,2
35000,2,1,0,1,2,2
40000,0,0,1,0,1,1
40000,1,1,1,1,1,2
40000,1,0,0,1,2,2
40000,2,1,0,1,1,2
45000,0,0,1,0,1,1
45000,1,1,1,1,2,2
45000,1,0,0,1,1,2
45000,2,1,0,1,2,2
50000,0,0,1,0,1,1
50000,1,1,1,1,1,2
50000,1,0,0,1,2,2
50000,2,1,0,1,1,2
55000,0,0,1,0,1,1
55000,1,1,1,1,2,2
55000,1,0,0,1,1,2
55000,2,1,0,1,2,2
60000,0,0,1,0,1,1
60000,1,1,1,1,1,2
60000,1,0,0,1,2,2
60000,2,1,0,1,1,2
65000,0,0,1,0,1,1
65000,1,1,1,1,2,2
65000,1,0,0,1,1,2
65000,2,1,0,1,2,2
70000,0,0,1,0,1,1
70000,1,1,1,1,1,2
70000,1,0,0,1,2,2
70000,2,1,0,1,1,2
75000,0,0,1,0,1,1
75000,1,1,1,1,2,2
75000,1,0,0,1,1,2
75000,2,1,0,1,2,2
80000,0,0,1,0,1,1
80000,1,1,1,1,1,2
80000,1,0,0,1,2,2
80000,2,1,0,1,1,2
85000,0,0,1,0,1,1
85000,1,1,1,1,2,2
85000,1,0,0,1,1,2
85000,2,1,0,1,2,2
90000,0,0,1,0,1,1
90000,1,1,1,1,1,2
90000,1,0,0,1,2,2
90000,2,1,0,1,1,2
95000,0,0,1,0,1,1
95000,1,1,1,1,2,2
95000,1,0,0,1,1,2
95000,2,1,0,1,2,2
100000,0,0,1,0,1,1
100000,1,1,1,1,1,2
100000,1,0,0,1,2,2
100000,2,1,0,1,1,2
50000,0,0,1,0,1,1
50000,1,1,1,1,1,2
50000,1,0,0,1,2,2
50000,2,1,0,1,1,2
55000,0,0,1,0,1,1
55000,1,1,1,1,2,2
55000,1,0,0,1,1,2
55000,2,1,0,1,2,2
60000,0,0,1,0,1,1
60000,1,1,1,1,1,2
60000,1,0,0,1,2,2
60000,2,1,0,1,1,2
65000,0,0,1,0,1,1
65000,1,1,1,1,2,2
65000,1,0,0,1,1,2
65000,2,1,0,1,2,2
70000,0,0,1,0,1,1
70000,1,1,1,1,1,2
70000,1,0,0,1,2,2
70000,2,1,0,1,1,2
75000,0,0,1,0,1,1
75000,1,1,1,1,2,2
75000,1,0,0,1,1,2
75000,2,1,0,1,2,2
80000,0,0,1,0,1,1
80000,1,1,1,1,1,2
80000,1,0,0,1,2,2
80000,2,1,0,1,1,2
85000,0,0,1,0,1,1
85000,1,1,1,1,2,2
85000,1,0,0,1,1,2
85000,2,1,0,1,2,2
90000,0,0,1,0,1,1
90000,1,1,1,1,1,2
90000,1,0,0,1,2,2
90000,2,1,0,1,1,2
95000,0,0,1,0,1,1
95000,1,1,1,1,2,2
95000,1,0,0,1,1,2
95000,2,1,0,1,2,2
100000,0,0,1,0,1,1
100000,1,1,1,1,1,2
100000,1,0,0,1,2,2
100000,2,1,0,1,1,2
105000,0,0,1,0,1,1
105000,1,1,1,1,2,2
105000,1,0,0,1,1,2
105000,2,1,0,1,2,2
110000,0,0,1,0,1,1
110000,1,1,1,1,1,2
110000,1,0,0,1,2,2
110000,2,1,0,1,1,2
115000,0,0,1,0,1,1
115000,1,1,1,1,2,2
115000,1,0,0,1,1,2
115000,2,1,0,1,2,2
120000,0,0,1,0,1,1
120000,1,1,1,1,1,2
120000,1,0,0,1,2,2
120000,2,1,0,1,1,2
125000,0,0,1,0,1,1
125000,1,1,1,1,2,2
125000,1,0,0,1,1,2
125000,2,1,0,1,2,2
130000,0,0,1,0,1,1
130000,1,1,1,1,1,2
130000,1,0,0,1,2,2
130000,2,1,0,1,1,2
135000,0,0,1,0,1,1
135000,1,1,1,1,2,2
135000,1,0,0,1,1,2
3000,0,0,0,0,2,0
4000,0,0,0,0,1,0
5000,0,0,0,0,2,0
6000,0,0,0,0,1,0
7000,0,0,0,0,2,0
8000,0,0,0,0,1,0
